,article_title,country,revision_id,article_quality,population,region
1075,Jean-Baptiste Ouédraogo,Burkina Faso,1105203937,FA,22.7,WESTERN AFRICA
1076,Mamadou Ouédraogo,Burkina Faso,1021835192,Stub,22.7,WESTERN AFRICA
1077,Pargui Emile Paré,Burkina Faso,1109114806,Stub,22.7,WESTERN AFRICA
1078,Filippe Savadogo,Burkina Faso,1099231025,Stub,22.7,WESTERN AFRICA
1079,Nouhoun Sigue,Burkina Faso,1053333064,Stub,22.7,WESTERN AFRICA
1080,Diongolo Traore,Burkina Faso,861250146,Stub,22.7,WESTERN AFRICA
1081,Maurice Yaméogo,Burkina Faso,1105869651,FA,22.7,WESTERN AFRICA
1082,Saye Zerbo,Burkina Faso,1067927039,Start,22.7,WESTERN AFRICA
1083,Domine Banyankimbona,Burundi,1069455389,Stub,12.9,EASTERN AFRICA
1084,Joseph Biroli,Burundi,1091158074,GA,12.9,EASTERN AFRICA
1085,Joseph Butore,Burundi,1021128901,Stub,12.9,EASTERN AFRICA
1086,Joseph Cimpaye,Burundi,1080421208,C,12.9,EASTERN AFRICA
1087,Edouard Nduwimana,Burundi,1032468586,Stub,12.9,EASTERN AFRICA
1088,Gervais Nyangoma,Burundi,1080903489,Start,12.9,EASTERN AFRICA
1089,Aimée Kanyana,Burundi,1032854364,Stub,12.9,EASTERN AFRICA
1090,Gérard Mfuranzima,Burundi,1059652996,Start,12.9,EASTERN AFRICA
1091,Alain Mutabazi,Burundi,1042900537,Stub,12.9,EASTERN AFRICA
1092,Cyrille Ndayirukiye,Burundi,1099827364,Stub,12.9,EASTERN AFRICA
1093,Révérien Ndikuriyo,Burundi,1105613739,Start,12.9,EASTERN AFRICA
1094,Eustache Ngabisha,Burundi,1096057884,Start,12.9,EASTERN AFRICA
1095,Léonce Ngendakumana,Burundi,956640760,Stub,12.9,EASTERN AFRICA
1096,Marie Chantal Nijimbere,Burundi,1081391171,Start,12.9,EASTERN AFRICA
1097,Tharcisse Niyongabo,Burundi,1040979617,Stub,12.9,EASTERN AFRICA
1098,Gabriel Nizigama,Burundi,1017380720,Stub,12.9,EASTERN AFRICA
1099,Ancilla Ntakaburimvo,Burundi,1038438954,Stub,12.9,EASTERN AFRICA
1100,Jean-Baptiste Ntidendereza,Burundi,1091156761,C,12.9,EASTERN AFRICA
1101,Ririkumutima,Burundi,1103261297,Start,12.9,EASTERN AFRICA
1102,Agathon Rwasa,Burundi,1089496637,Start,12.9,EASTERN AFRICA
1103,Imelde Sabushimike,Burundi,1046251467,Start,12.9,EASTERN AFRICA
1104,Albert Shingiro,Burundi,1088693789,Start,12.9,EASTERN AFRICA
1105,Cyriaque Simbizi,Burundi,1080578027,Start,12.9,EASTERN AFRICA
1106,Alexis Sinduhije,Burundi,1092395127,GA,12.9,EASTERN AFRICA
1107,Ang Vong Vathana,Cambodia,1106363571,Stub,16.8,SOUTHEAST ASIA
1108,Bun Chanmol,Cambodia,1109177249,C,16.8,SOUTHEAST ASIA
1109,Chem Snguon,Cambodia,1059573671,Stub,16.8,SOUTHEAST ASIA
1110,Chhan Sokhom,Cambodia,1059573770,Stub,16.8,SOUTHEAST ASIA
1111,Chuon Saodi,Cambodia,1059573024,Stub,16.8,SOUTHEAST ASIA
1112,Duong Sam Ol,Cambodia,1094852239,Stub,16.8,SOUTHEAST ASIA
1113,Ieu Koeus,Cambodia,1107109489,Stub,16.8,SOUTHEAST ASIA
1114,Khem Veasna,Cambodia,1109114751,Start,16.8,SOUTHEAST ASIA
1115,Kou Roun,Cambodia,1059572876,Stub,16.8,SOUTHEAST ASIA
1116,Daran Kravanh,Cambodia,1096672232,Stub,16.8,SOUTHEAST ASIA
1117,Lon Nil,Cambodia,1059582440,Start,16.8,SOUTHEAST ASIA
1118,Ly Khvan Pan,Cambodia,1059572637,Stub,16.8,SOUTHEAST ASIA
1119,Mao Ayuth,Cambodia,1099980718,C,16.8,SOUTHEAST ASIA
1120,Neav Sithong,Cambodia,1059563159,Stub,16.8,SOUTHEAST ASIA
1121,Ngoun Chhay Kry,Cambodia,1059567048,Stub,16.8,SOUTHEAST ASIA
1122,Norodom Norindeth,Cambodia,1097718042,Start,16.8,SOUTHEAST ASIA
1123,Norodom Phurissara,Cambodia,1059276168,Start,16.8,SOUTHEAST ASIA
1124,Oung Ouen,Cambodia,1079121769,Stub,16.8,SOUTHEAST ASIA
1125,Phlek Chhat,Cambodia,1059566416,Stub,16.8,SOUTHEAST ASIA
1126,Ponn Vongs Vaddey,Cambodia,1059574324,Stub,16.8,SOUTHEAST ASIA
1127,Say Phouthang,Cambodia,1059582575,Stub,16.8,SOUTHEAST ASIA
1128,Sisowath Youtevong,Cambodia,1107113292,Start,16.8,SOUTHEAST ASIA
1129,So Nem,Cambodia,1111929288,Stub,16.8,SOUTHEAST ASIA
1130,Tep Hun,Cambodia,1081916038,Stub,16.8,SOUTHEAST ASIA
1131,Tep Phan,Cambodia,1059565834,Stub,16.8,SOUTHEAST ASIA
1132,Thiounn,Cambodia,1108028340,GA,16.8,SOUTHEAST ASIA
1133,Touch Kim,Cambodia,1068185468,Stub,16.8,SOUTHEAST ASIA
1134,Truong Cang,Cambodia,1067944733,Start,16.8,SOUTHEAST ASIA
1135,Tuot Saron,Cambodia,1059582752,Start,16.8,SOUTHEAST ASIA
1136,Uch Ven,Cambodia,1059582941,Stub,16.8,SOUTHEAST ASIA
1137,Uk Vithun,Cambodia,1064744142,Stub,16.8,SOUTHEAST ASIA
1138,Ung Hong Sath,Cambodia,1094819140,Stub,16.8,SOUTHEAST ASIA
1139,Veng Sakhon,Cambodia,1115981309,Stub,16.8,SOUTHEAST ASIA
1140,Yat Hwaidi,Cambodia,1081234427,Stub,16.8,SOUTHEAST ASIA
1141,Vincent de Paul Ahanda,Cameroon,1083376451,Stub,27.9,MIDDLE AFRICA
1142,Lawrence Fonka Shang,Cameroon,1041211681,Stub,27.9,MIDDLE AFRICA
1143,Victor Fotso,Cameroon,1102345166,Stub,27.9,MIDDLE AFRICA
1144,Séraphin Magloire Fouda,Cameroon,1009662257,Stub,27.9,MIDDLE AFRICA
1145,Njomgang Isaac,Cameroon,1108440685,Start,27.9,MIDDLE AFRICA
1146,Augustine Ngom Jua,Cameroon,1040317165,Start,27.9,MIDDLE AFRICA
1147,Pierre Kotouo,Cameroon,948427004,Stub,27.9,MIDDLE AFRICA
1148,Ibrahim Mbombo Njoya,Cameroon,1112559227,Start,27.9,MIDDLE AFRICA
1149,Ousmane Mey,Cameroon,1017007525,Start,27.9,MIDDLE AFRICA
1150,Victor Mukete,Cameroon,1098691243,Start,27.9,MIDDLE AFRICA
1151,Bernard Muna,Cameroon,1108720863,Start,27.9,MIDDLE AFRICA
1152,Pierre Ngayewang,Cameroon,1015516439,Stub,27.9,MIDDLE AFRICA
1153,John Ebong Ngole,Cameroon,1108422427,Stub,27.9,MIDDLE AFRICA
1154,Victor Anomah Ngu,Cameroon,1112931112,Start,27.9,MIDDLE AFRICA
1155,Dorothy L. Njeuma,Cameroon,1067488532,Start,27.9,MIDDLE AFRICA
1156,Bernard Njonga,Cameroon,1098278415,Stub,27.9,MIDDLE AFRICA
1157,Arouna N'Joya,Cameroon,1115899509,Stub,27.9,MIDDLE AFRICA
1158,Edouard Nomo-Ongolo,Cameroon,1115394556,Stub,27.9,MIDDLE AFRICA
1159,Antoine Ntsimi,Cameroon,1021211954,C,27.9,MIDDLE AFRICA
1160,André Ngongang Ouandji,Cameroon,1021209594,Stub,27.9,MIDDLE AFRICA
1161,Paul Pondi,Cameroon,1021211934,C,27.9,MIDDLE AFRICA
1162,Félix Sabal Lecco (politician),Cameroon,1051804573,C,27.9,MIDDLE AFRICA
1163,François Sengat-Kuo,Cameroon,1021210005,Stub,27.9,MIDDLE AFRICA
1164,Félix Tonye Mbog,Cameroon,1097564213,Start,27.9,MIDDLE AFRICA
1165,Kah Walla,Cameroon,1092436663,GA,27.9,MIDDLE AFRICA
1166,José Manuel Gomes Andrade,Cape Verde,1081053284,Stub,0.6,WESTERN AFRICA
1167,Honório Barreto,Cape Verde,973826987,Start,0.6,WESTERN AFRICA
1168,Fernando Elísio Freire,Cape Verde,1069455161,Start,0.6,WESTERN AFRICA
1169,Pedro Fernandes Lopes,Cape Verde,1084646808,C,0.6,WESTERN AFRICA
1170,Paulo Rocha (Cape Verde politician),Cape Verde,1093958730,Stub,0.6,WESTERN AFRICA
1171,Arlindo do Rosário,Cape Verde,1101613422,Stub,0.6,WESTERN AFRICA
1172,Gilberto Correia Carvalho Silva,Cape Verde,1101613548,Stub,0.6,WESTERN AFRICA
1173,Luís Filipe Tavares,Cape Verde,1065001801,Start,0.6,WESTERN AFRICA
1174,Carlos de Vasconcelos,Cape Verde,1093959761,Start,0.6,WESTERN AFRICA
1175,Abraão Vicente,Cape Verde,1059495714,Stub,0.6,WESTERN AFRICA
1176,Alexandre Banza,Central African Republic,1112157049,GA,5.6,MIDDLE AFRICA
1177,Jean-Bédel Bokassa,Central African Republic,1113784938,GA,5.6,MIDDLE AFRICA
1178,Antoine Darlan,Central African Republic,1070323425,C,5.6,MIDDLE AFRICA
1179,Georges Darlan,Central African Republic,1090255799,C,5.6,MIDDLE AFRICA
1180,Catherine Denguiadé,Central African Republic,1113661673,Start,5.6,MIDDLE AFRICA
1181,Henri-Marie Dondra,Central African Republic,1112811274,Stub,5.6,MIDDLE AFRICA
1182,Saif Durbar,Central African Republic,1033150087,C,5.6,MIDDLE AFRICA
1183,Hassan Al Habib,Central African Republic,988829581,Stub,5.6,MIDDLE AFRICA
1184,Rodolphe Iddi Lala,Central African Republic,1115556145,C,5.6,MIDDLE AFRICA
1185,Désiré Kolingba,Central African Republic,1100414331,Stub,5.6,MIDDLE AFRICA
1186,Karim Meckassoua,Central African Republic,1042724644,Stub,5.6,MIDDLE AFRICA
1187,Abakar Sabon,Central African Republic,1062856588,Stub,5.6,MIDDLE AFRICA
1188,Levy Yakete,Central African Republic,1036618742,Stub,5.6,MIDDLE AFRICA
1189,Achta Ahmat Bremé,Chad,1100448797,Stub,17.7,MIDDLE AFRICA
1190,Mohamed Bechir-Sow,Chad,1112094658,Stub,17.7,MIDDLE AFRICA
1191,Christian Georges Diguimbaye,Chad,1106463141,Stub,17.7,MIDDLE AFRICA
1192,Firmin Djidingar,Chad,1054942760,Stub,17.7,MIDDLE AFRICA
1193,Roger Djikisna,Chad,1010288821,Stub,17.7,MIDDLE AFRICA
1194,Arabi El Goni,Chad,1050732839,Stub,17.7,MIDDLE AFRICA
1195,Acheikh Ibn-Oumar,Chad,1115564327,Start,17.7,MIDDLE AFRICA
1196,Hinda Déby Itno,Chad,1111863464,Start,17.7,MIDDLE AFRICA
1197,Mahamat Djarma Khatir,Chad,952741451,Stub,17.7,MIDDLE AFRICA
1198,Oueddei Kichidemi,Chad,1096370089,Start,17.7,MIDDLE AFRICA
1199,Alphonse Kotiga,Chad,1108077983,Stub,17.7,MIDDLE AFRICA
1200,Baba Laddé,Chad,1106278873,C,17.7,MIDDLE AFRICA
1201,Nadji Madou,Chad,872461806,Stub,17.7,MIDDLE AFRICA
1202,Mariam Mahamat Nour,Chad,1077898049,Stub,17.7,MIDDLE AFRICA
1203,Laoukein Kourayo Médard,Chad,872513852,Stub,17.7,MIDDLE AFRICA
1204,Abbo Nassour,Chad,1115564144,C,17.7,MIDDLE AFRICA
1205,Tahir Hamid Nguilin,Chad,1085015143,Stub,17.7,MIDDLE AFRICA
1206,Gontchomé Sahoulba,Chad,1100566547,Start,17.7,MIDDLE AFRICA
1207,Quatre Sou Quatre,Chad,1010289028,Stub,17.7,MIDDLE AFRICA
1208,Djimadoum Tiraina,Chad,1112094593,Stub,17.7,MIDDLE AFRICA
1209,Saadie Goukouni Weddeye,Chad,1115480119,Start,17.7,MIDDLE AFRICA
1210,Patricio Achurra,Chile,1063051282,Start,19.8,SOUTH AMERICA
1211,Hermes Ahumada,Chile,1061888618,Stub,19.8,SOUTH AMERICA
1212,Felipe Alessandri,Chile,1115021687,Stub,19.8,SOUTH AMERICA
1213,Lidia Amarales,Chile,1109042122,Start,19.8,SOUTH AMERICA
1214,Ximena Anza,Chile,1107215667,Start,19.8,SOUTH AMERICA
1215,Aurora Argomedo,Chile,1060990009,Start,19.8,SOUTH AMERICA
1216,Claudio Arredondo,Chile,1098030047,Start,19.8,SOUTH AMERICA
1217,Francisco Astaburuaga Cienfuegos,Chile,1097538961,Stub,19.8,SOUTH AMERICA
1218,Camilo Ballesteros,Chile,1097131738,Start,19.8,SOUTH AMERICA
1219,Jaime Bassa,Chile,1097539409,Start,19.8,SOUTH AMERICA
1220,Alexandra Benado,Chile,1096936718,Start,19.8,SOUTH AMERICA
1221,Diego José Benavente,Chile,1069288880,Stub,19.8,SOUTH AMERICA
1222,Harald Beyer (politician),Chile,1094177814,Stub,19.8,SOUTH AMERICA
1223,José Luis Cabión,Chile,1111860853,Start,19.8,SOUTH AMERICA
1224,Mauricio Cataldo,Chile,1115156426,Start,19.8,SOUTH AMERICA
1225,Juan Chandía,Chile,1085403808,Stub,19.8,SOUTH AMERICA
1226,Eduardo Charme,Chile,1037350216,Stub,19.8,SOUTH AMERICA
1227,Fernando Cordero Rusque,Chile,1103478298,Stub,19.8,SOUTH AMERICA
1228,Juan de Dios Correa de Saa,Chile,1037542204,Stub,19.8,SOUTH AMERICA
1229,Álvaro Covarrubias,Chile,1087840742,Start,19.8,SOUTH AMERICA
1230,Miguel Cruchaga Tocornal,Chile,1061889467,Stub,19.8,SOUTH AMERICA
1231,Pedro Nolasco Cruz Vergara,Chile,1097565855,C,19.8,SOUTH AMERICA
1232,Mario Desbordes,Chile,1112783373,C,19.8,SOUTH AMERICA
1233,Jorge Dip,Chile,1095852077,Start,19.8,SOUTH AMERICA
1234,Jose Fernandez Dubrock,Chile,1095758707,Stub,19.8,SOUTH AMERICA
1235,Julio Durán,Chile,1097570287,Stub,19.8,SOUTH AMERICA
1236,Adolfo Eastman,Chile,1038273100,Stub,19.8,SOUTH AMERICA
1237,Rojo Edwards,Chile,1115021831,Start,19.8,SOUTH AMERICA
1238,Juan Egaña,Chile,1060973836,Stub,19.8,SOUTH AMERICA
1239,Diego Elizondo Prado,Chile,1037492111,Stub,19.8,SOUTH AMERICA
1240,José Maza Fernández,Chile,1097589388,Start,19.8,SOUTH AMERICA
1241,Ángel Flisfisch,Chile,1111776342,Start,19.8,SOUTH AMERICA
1242,"Pablo Galdames (footballer, born 1974)",Chile,1103181135,Start,19.8,SOUTH AMERICA
1243,Jaime Gazmuri,Chile,1110097739,C,19.8,SOUTH AMERICA
1244,Isabel Godoy,Chile,1036631728,Start,19.8,SOUTH AMERICA
1245,Lidia González,Chile,1090166891,Start,19.8,SOUTH AMERICA
1246,Hugo Gutiérrez Gálvez,Chile,1088424535,Stub,19.8,SOUTH AMERICA
1247,"David Henríquez (footballer, born 1977)",Chile,1106626625,Start,19.8,SOUTH AMERICA
1248,Alejandra Bravo Hidalgo,Chile,1097579028,C,19.8,SOUTH AMERICA
1249,Checho Hirane,Chile,1077893937,Stub,19.8,SOUTH AMERICA
1250,Aucán Huilcamán,Chile,1049163977,Stub,19.8,SOUTH AMERICA
1251,Daniel Jadue,Chile,1115056871,GA,19.8,SOUTH AMERICA
1252,Liliana Jadue,Chile,1108033983,Start,19.8,SOUTH AMERICA
1253,Felipe Kast,Chile,1115707992,Start,19.8,SOUTH AMERICA
1254,José Rafael Larraín,Chile,1051093031,Stub,19.8,SOUTH AMERICA
1255,Fernando Lazcano Echaurren,Chile,1037353335,Stub,19.8,SOUTH AMERICA
1256,Antonio Leal Labrín,Chile,1101221172,Stub,19.8,SOUTH AMERICA
1257,Carlos Maldonado Curti,Chile,1108666802,Start,19.8,SOUTH AMERICA
1258,Enrique Maluenda,Chile,1111424266,C,19.8,SOUTH AMERICA
1259,Graciela Mandujano,Chile,1063237992,Start,19.8,SOUTH AMERICA
1260,Nicolás Marambio,Chile,1061889202,Stub,19.8,SOUTH AMERICA
1261,María de los Ángeles de la Paz Riveros,Chile,1109014330,Start,19.8,SOUTH AMERICA
1262,María Silvia Correa Marín,Chile,1115090404,Start,19.8,SOUTH AMERICA
1263,Juan José Martin Bravo,Chile,1084670911,Start,19.8,SOUTH AMERICA
1264,Ricardo Matte,Chile,1062948637,Stub,19.8,SOUTH AMERICA
1265,Sergio Melnick,Chile,1076225732,Stub,19.8,SOUTH AMERICA
1266,Adolfo Millabur,Chile,1069138774,Start,19.8,SOUTH AMERICA
1267,Vlado Mirosevic,Chile,1108584301,C,19.8,SOUTH AMERICA
1268,José Musalem Saffie,Chile,1108500041,Stub,19.8,SOUTH AMERICA
1269,Silvestre Ochagavía Echaurren,Chile,1037355246,Stub,19.8,SOUTH AMERICA
1270,Manuel Ossa Ruiz,Chile,986980123,Start,19.8,SOUTH AMERICA
1271,Manuel José Ossandón,Chile,1083220118,Start,19.8,SOUTH AMERICA
1272,Enrique Oyarzún Mondaca,Chile,1037344949,Stub,19.8,SOUTH AMERICA
1273,Luis Palacios Rossini,Chile,1097606858,Stub,19.8,SOUTH AMERICA
1274,Héctor Parra (footballer),Chile,1114844859,C,19.8,SOUTH AMERICA
1275,Guillermo Pérez de Arce,Chile,1061888273,Stub,19.8,SOUTH AMERICA
1276,Bernhard Eunom Philippi,Chile,1030957748,Start,19.8,SOUTH AMERICA
1277,Germán Picó Cañas,Chile,1097609170,Start,19.8,SOUTH AMERICA
1278,Tancredo Pinochet,Chile,1040302707,Start,19.8,SOUTH AMERICA
1279,Jaime Pizarro,Chile,1115152029,Start,19.8,SOUTH AMERICA
1280,Roberto Poblete,Chile,1060171802,Start,19.8,SOUTH AMERICA
1281,Jenaro Prieto,Chile,1037392606,Stub,19.8,SOUTH AMERICA
1282,Catalina Pulido,Chile,1073813699,Start,19.8,SOUTH AMERICA
1283,Bárbara Rebolledo,Chile,1068434440,Start,19.8,SOUTH AMERICA
1284,Patricio Rey Sommer,Chile,1084819799,Stub,19.8,SOUTH AMERICA
1285,Jennifer Rojas,Chile,1096045044,Start,19.8,SOUTH AMERICA
1286,Sergio Romero Pizarro,Chile,1061890038,Stub,19.8,SOUTH AMERICA
1287,Marcela Sabat,Chile,1084348581,Stub,19.8,SOUTH AMERICA
1288,Miguel Schweitzer Walters,Chile,1097635165,Start,19.8,SOUTH AMERICA
1289,Bárbara Sepúlveda Hales,Chile,1104248309,Stub,19.8,SOUTH AMERICA
1290,Loreto Silva,Chile,1011248294,Start,19.8,SOUTH AMERICA
1291,Waldo Silva,Chile,1037354612,Stub,19.8,SOUTH AMERICA
1292,Isidro Solís,Chile,1103628118,Stub,19.8,SOUTH AMERICA
1293,Ramón Subercaseaux Vicuña,Chile,1089081472,C,19.8,SOUTH AMERICA
1294,Manuel Antonio Tocornal,Chile,1037489055,Stub,19.8,SOUTH AMERICA
1295,José Francisco Urrejola,Chile,1069290613,Stub,19.8,SOUTH AMERICA
1296,Francisco Valdés Vergara,Chile,1037357324,Stub,19.8,SOUTH AMERICA
1297,Margarita Vargas López,Chile,1104834588,C,19.8,SOUTH AMERICA
1298,Ramón Vega Hidalgo,Chile,988502241,Stub,19.8,SOUTH AMERICA
1299,Leonardo Véliz,Chile,1115103114,Start,19.8,SOUTH AMERICA
1300,Juan de Dios Vial del Río,Chile,1101140615,Stub,19.8,SOUTH AMERICA
1301,Hernán Videla Lira,Chile,1061888375,Stub,19.8,SOUTH AMERICA
1302,Carlos Walker Martínez,Chile,1097644966,Start,19.8,SOUTH AMERICA
1303,Chris Watson,Chile,1110011348,FA,19.8,SOUTH AMERICA
1304,Sergio Zarzar Andonie,Chile,1037723664,Start,19.8,SOUTH AMERICA
1305,Hugo Zepeda Barrios,Chile,1083240431,Stub,19.8,SOUTH AMERICA
1306,Lu Feng (politician),China,1099564364,Stub,1436.6,EAST ASIA
1307,Zhang Lin (general),China,1107852480,Stub,1436.6,EAST ASIA
1308,José Manuel Restrepo Abondano,Colombia,1115905258,C,49.1,SOUTH AMERICA
1309,Yahir Acuña,Colombia,1032240920,Stub,49.1,SOUTH AMERICA
1310,Iván Darío Agudelo,Colombia,1098122834,Start,49.1,SOUTH AMERICA
1311,Carlos Mario Álvarez,Colombia,1088725993,Stub,49.1,SOUTH AMERICA
1312,Julio Arboleda Pombo,Colombia,1012185591,Stub,49.1,SOUTH AMERICA
1313,Germán Blanco Álvarez,Colombia,1111020487,Start,49.1,SOUTH AMERICA
1314,Manuel José Bonnet,Colombia,1087063772,Stub,49.1,SOUTH AMERICA
1315,Gloria María Borrero,Colombia,1098124330,Stub,49.1,SOUTH AMERICA
1316,José Eusebio Caro,Colombia,1089000402,Stub,49.1,SOUTH AMERICA
1317,Iván Cepeda,Colombia,1104834600,Start,49.1,SOUTH AMERICA
1318,Vicky Colbert,Colombia,1091117036,Start,49.1,SOUTH AMERICA
1319,Alfredo Cuello Baute,Colombia,1069156229,Start,49.1,SOUTH AMERICA
1320,Alfonso Dávila Ortiz,Colombia,1113714301,C,49.1,SOUTH AMERICA
1321,Luis Eduardo Díaz Granados,Colombia,1110442663,Stub,49.1,SOUTH AMERICA
1322,Olga Duque de Ospina,Colombia,1109585707,Stub,49.1,SOUTH AMERICA
1323,Eduardo Enríquez Maya,Colombia,1098426482,Stub,49.1,SOUTH AMERICA
1324,Miguel Amín Escaf,Colombia,1093469846,Stub,49.1,SOUTH AMERICA
1325,Juan Carlos Esguerra Portocarrero,Colombia,1098142521,Stub,49.1,SOUTH AMERICA
1326,Juan García del Río,Colombia,1093469869,Stub,49.1,SOUTH AMERICA
1327,Daniel García-Peña,Colombia,1115014530,Start,49.1,SOUTH AMERICA
1328,Enrique Gil Botero,Colombia,1098143608,GA,49.1,SOUTH AMERICA
1329,Guillermo González (politician),Colombia,1100266370,Stub,49.1,SOUTH AMERICA
1330,Bernardo Guerra Serna,Colombia,1098592157,Stub,49.1,SOUTH AMERICA
1331,Carlos Mauro Hoyos,Colombia,1093469494,C,49.1,SOUTH AMERICA
1332,Augusto Ibáñez Guzmán,Colombia,1110600534,Start,49.1,SOUTH AMERICA
1333,Gilma Jiménez,Colombia,1069225684,Stub,49.1,SOUTH AMERICA
1334,Roberto Junguito,Colombia,1101933538,Stub,49.1,SOUTH AMERICA
1335,Maria Claudia Lacouture,Colombia,967534978,Start,49.1,SOUTH AMERICA
1336,Rodrigo Lara,Colombia,1108143692,C,49.1,SOUTH AMERICA
1337,Rodrigo Hernán Lloreda Caicedo,Colombia,1098157236,Start,49.1,SOUTH AMERICA
1338,Francisco José Lloreda Mera,Colombia,1115843253,C,49.1,SOUTH AMERICA
1339,Fernando Londoño,Colombia,1108751103,Start,49.1,SOUTH AMERICA
1340,Jorge Eduardo Londoño,Colombia,1106087943,Stub,49.1,SOUTH AMERICA
1341,Lorenzo Muelas,Colombia,1108518143,Start,49.1,SOUTH AMERICA
1342,David Luna Sánchez,Colombia,1105236330,Stub,49.1,SOUTH AMERICA
1343,Iván Marulanda,Colombia,1099901662,Start,49.1,SOUTH AMERICA
1344,Carlos Eduardo Medellín Becerra,Colombia,1101582912,Start,49.1,SOUTH AMERICA
1345,Germán Montoya Vélez,Colombia,1028093034,Stub,49.1,SOUTH AMERICA
1346,Narciso Matus Torres,Colombia,1093468993,Stub,49.1,SOUTH AMERICA
1347,Elsa Noguera,Colombia,1113697578,Stub,49.1,SOUTH AMERICA
1348,Antonio Ordoñez-Plaja,Colombia,1069205558,Stub,49.1,SOUTH AMERICA
1349,Fernando Ospina Hernández,Colombia,1099438511,Stub,49.1,SOUTH AMERICA
1350,Enrique Parejo González,Colombia,1102081415,Stub,49.1,SOUTH AMERICA
1351,Carlos Pizarro Leongómez,Colombia,1110236454,C,49.1,SOUTH AMERICA
1352,Daniel Quintero,Colombia,1097150360,C,49.1,SOUTH AMERICA
1353,Juan Camilo Quintero,Colombia,1015926064,Stub,49.1,SOUTH AMERICA
1354,Manuel María Ramírez Fortoul,Colombia,1009609097,Start,49.1,SOUTH AMERICA
1355,Juan José Reyes-Patria Escobar,Colombia,1110346302,C,49.1,SOUTH AMERICA
1356,Jorge Enrique Robledo,Colombia,1104503680,Start,49.1,SOUTH AMERICA
1357,Ángela Robledo,Colombia,1101671356,Start,49.1,SOUTH AMERICA
1358,Antonio Roldán Betancur,Colombia,1091776306,Start,49.1,SOUTH AMERICA
1359,Gabriel Camargo Salamanca,Colombia,1115402463,Start,49.1,SOUTH AMERICA
1360,Juana de J. Sarmiento,Colombia,1057118875,Start,49.1,SOUTH AMERICA
1361,Yaneth Giha Tovar,Colombia,1109010810,Stub,49.1,SOUTH AMERICA
1362,Eduardo Valencia Ospina,Colombia,1112726542,Start,49.1,SOUTH AMERICA
1363,José María Vergara y Vergara,Colombia,1069225799,Start,49.1,SOUTH AMERICA
1364,Luis Villar Borda,Colombia,1098170341,Stub,49.1,SOUTH AMERICA
1365,Luis Carlos Villegas Echeverri,Colombia,1039895903,Stub,49.1,SOUTH AMERICA
1366,Mouzawar Abdallah,Comoros,1045629825,Stub,0.8,EASTERN AFRICA
1367,Moustadroine Abdou,Comoros,1112938235,Stub,0.8,EASTERN AFRICA
1368,Ibrahim Aboubacar,Comoros,1104075788,Start,0.8,EASTERN AFRICA
1369,Mohamed Ahmed-Chamanga,Comoros,962865723,Stub,0.8,EASTERN AFRICA
1370,Saïd Ibrahim Ben Ali,Comoros,1051416555,Start,0.8,EASTERN AFRICA
1371,Mohamed Bacar,Comoros,1045488214,C,0.8,EASTERN AFRICA
1372,Chamina Ben Mohamed,Comoros,1091671184,Stub,0.8,EASTERN AFRICA
1373,Saïd Mohamed Cheikh,Comoros,1036446434,Start,0.8,EASTERN AFRICA
1374,Mohamed Dahalani,Comoros,1070905174,Stub,0.8,EASTERN AFRICA
1375,Dawiat Mohamed,Comoros,1112068629,Stub,0.8,EASTERN AFRICA
1376,Ahmed Ben Said Djaffar,Comoros,1103330010,Stub,0.8,EASTERN AFRICA
1377,Abdou Soulé Elbak,Comoros,1039771007,Stub,0.8,EASTERN AFRICA
1378,Fahmi Said Ibrahim,Comoros,936630092,Stub,0.8,EASTERN AFRICA
1379,Gaston Feuillard,Comoros,906903655,Stub,0.8,EASTERN AFRICA
1380,Siti Kassim,Comoros,1112069104,Start,0.8,EASTERN AFRICA
1381,Said Ali Kemal,Comoros,1054672013,Start,0.8,EASTERN AFRICA
1382,Sittou Raghadat Mohamed,Comoros,1069963767,Start,0.8,EASTERN AFRICA
1383,Djaffar Ahmed Said,Comoros,1112420866,Stub,0.8,EASTERN AFRICA
1384,Abdallah Said Sarouma,Comoros,1043132737,Stub,0.8,EASTERN AFRICA
1385,Moussa Toybou,Comoros,790006774,Stub,0.8,EASTERN AFRICA
1386,Léon Angor,Congo,1077197673,Start,6.0,MIDDLE AFRICA
1387,Joseph Badiabio,Congo,1034243441,Start,6.0,MIDDLE AFRICA
1388,Frédéric Bintsamou,Congo,1058667713,Start,6.0,MIDDLE AFRICA
1389,Jean-Jacques Bouya,Congo,1105758730,C,6.0,MIDDLE AFRICA
1390,Anatole Collinet Makosso,Congo,1103554666,Start,6.0,MIDDLE AFRICA
1391,Edgard Diafouka-Bambela,Congo,1106259287,Start,6.0,MIDDLE AFRICA
1392,Fidèle Dimou,Congo,1106164994,Start,6.0,MIDDLE AFRICA
1393,Gabriel Entcha-Ebia,Congo,1106165202,Start,6.0,MIDDLE AFRICA
1394,Gabriel Valère Eteka Yemet,Congo,1099409330,Start,6.0,MIDDLE AFRICA
1395,Albert Fourvelle,Congo,826516065,Stub,6.0,MIDDLE AFRICA
1396,Pascal Gamassa,Congo,1058791873,C,6.0,MIDDLE AFRICA
1397,Pierre Goura,Congo,1093895340,Start,6.0,MIDDLE AFRICA
